Gender,Age,Relationship_Status,Budget,Occasion,Preference,Relationship_Length,Personal_Interest,Past_Gift_Item,Past_Gift_Reaction,Recent_Purchase_1,Recent_Purchase_2,Recent_Purchase_3,Best_Gift
Other,41,Engaged,Low,Birthday,Sentimental,<6 months,Music,Fashion Accessory,Loved it,Meal Kit Sub,Gym Membership,Magazine Sub,Subscription Service
Female,37,Engaged,Very High,Anniversary,Sentimental,5+ years,Art,Flowers,Loved it,Earrings,Necklace,Hat,Personalized Gift
Male,55,Married,Medium,Valentine's Day,Adventurous,5+ years,Sports,Fashion Accessory,Disliked it,Smart Speaker,Processor Chip,Headphones,Personalized Gift
Male,59,Single,Low,Valentine's Day,Practical,6-12 months,Sports,Flowers,Loved it,Headphones,Phone Charger,Smart Speaker,Chocolates
Female,48,Single,High,Just Because,Surprise,1-3 years,Music,Chocolates,Liked it,Magazine Sub,Streaming Sub,Meal Kit Sub,Fashion Accessory
Male,25,Single,High,Valentine's Day,Surprise,5+ years,Sports,Flowers,Liked it,Phone Charger,Smart Speaker,Processor Chip,Fashion Accessory
Male,23,Engaged,Medium,Anniversary,Practical,1-3 years,Technology,Flowers,Loved it,Processor Chip,Headphones,Phone Charger,Tech Gadget
Male,29,Engaged,High,Anniversary,Surprise,1-3 years,Technology,Fashion Accessory,Loved it,Phone Charger,Smart Speaker,Processor Chip,Tech Gadget
Other,28,Single,Very High,Birthday,Practical,<6 months,Music,Chocolates,Liked it,Gym Membership,Magazine Sub,Streaming Sub,Personalized Gift
Other,43,Married,Very High,Anniversary,Romantic,3-5 years,Cooking,Chocolates,Loved it,Gym Membership,Magazine Sub,Streaming Sub,Personalized Gift
Male,46,Married,Low,Birthday,Practical,6-12 months,Sports,Personalized Gift,Loved it,Smart Speaker,Processor Chip,Headphones,Chocolates
Male,48,Married,Very High,Just Because,Adventurous,6-12 months,Sports,Tech Gadget,Liked it,Processor Chip,Headphones,Phone Charger,Personalized Gift
Female,56,Single,High,Birthday,Adventurous,3-5 years,Sports,Subscription Service,Liked it,Processor Chip,Headphones,Phone Charger,Fashion Accessory
Female,29,Dating,Medium,Birthday,Sentimental,6-12 months,Sports,Flowers,Loved it,Phone Charger,Smart Speaker,Processor Chip,Fashion Accessory
Other,51,Single,Very High,Just Because,Sentimental,6-12 months,Music,Subscription Service,Loved it,Magazine Sub,Streaming Sub,Meal Kit Sub,Personalized Gift
Female,29,Dating,Medium,Birthday,Adventurous,1-3 years,Sports,Personalized Gift,Liked it,Processor Chip,Headphones,Phone Charger,Fashion Accessory
Male,55,Engaged,Medium,Anniversary,Adventurous,1-3 years,Technology,Chocolates,Disliked it,Processor Chip,Headphones,Phone Charger,Tech Gadget
Male,59,Dating,Low,Just Because,Practical,<6 months,Art,Subscription Service,Loved it,Hat,Handbag,Earrings,Chocolates
Female,38,Single,High,Valentine's Day,Surprise,6-12 months,Cooking,Chocolates,Liked it,Meal Kit Sub,Gym Membership,Magazine Sub,Fashion Accessory
Male,42,Single,High,Valentine's Day,Surprise,6-12 months,Fashion,Fashion Accessory,Liked it,Earrings,Necklace,Hat,Personalized Gift
Male,38,Engaged,Low,Just Because,Practical,5+ years,Art,Fashion Accessory,Disliked it,Handbag,Earrings,Necklace,Chocolates
Male,27,Engaged,High,Valentine's Day,Sentimental,5+ years,Music,Personalized Gift,Disliked it,Gym Membership,Magazine Sub,Streaming Sub,Fashion Accessory
Male,25,Married,Medium,Birthday,Practical,1-3 years,Music,Chocolates,Liked it,Meal Kit Sub,Gym Membership,Magazine Sub,Flowers
Other,45,Dating,Low,Just Because,Surprise,3-5 years,Music,Chocolates,Liked it,Streaming Sub,Meal Kit Sub,Gym Membership,Subscription Service
Other,49,Dating,Low,Just Because,Romantic,6-12 months,Technology,Chocolates,Loved it,Phone Charger,Smart Speaker,Processor Chip,Subscription Service
Other,48,Engaged,Very High,Just Because,Adventurous,3-5 years,Music,Fashion Accessory,Loved it,Magazine Sub,Streaming Sub,Meal Kit Sub,Personalized Gift
Male,53,Engaged,High,Birthday,Sentimental,6-12 months,Sports,Subscription Service,Loved it,Headphones,Phone Charger,Smart Speaker,Fashion Accessory
Male,43,Dating,Very High,Birthday,Practical,6-12 months,Music,Tech Gadget,Disliked it,Gym Membership,Magazine Sub,Streaming Sub,Personalized Gift
Male,50,Single,Medium,Valentine's Day,Sentimental,5+ years,Sports,Subscription Service,Loved it,Headphones,Phone Charger,Smart Speaker,Fashion Accessory
Other,58,Dating,Low,Valentine's Day,Adventurous,1-3 years,Sports,Tech Gadget,Disliked it,Processor Chip,Headphones,Phone Charger,Subscription Service
Male,60,Dating,High,Anniversary,Sentimental,6-12 months,Fashion,Personalized Gift,Loved it,Handbag,Earrings,Necklace,Fashion Accessory
Other,43,Single,Low,Birthday,Romantic,3-5 years,Art,Flowers,Loved it,Earrings,Necklace,Hat,Subscription Service
Other,45,Engaged,High,Birthday,Surprise,<6 months,Sports,Fashion Accessory,Loved it,Phone Charger,Smart Speaker,Processor Chip,Subscription Service
Male,51,Married,Low,Anniversary,Practical,3-5 years,Fashion,Tech Gadget,Liked it,Handbag,Earrings,Necklace,Chocolates
Female,57,Married,Very High,Just Because,Sentimental,1-3 years,Technology,Personalized Gift,Liked it,Phone Charger,Smart Speaker,Processor Chip,Personalized Gift
Female,43,Married,High,Valentine's Day,Practical,<6 months,Technology,Personalized Gift,Liked it,Phone Charger,Smart Speaker,Processor Chip,Chocolates
Female,38,Married,Medium,Just Because,Adventurous,5+ years,Sports,Personalized Gift,Disliked it,Smart Speaker,Processor Chip,Headphones,Fashion Accessory
Other,59,Married,High,Birthday,Romantic,3-5 years,Sports,Subscription Service,Disliked it,Smart Speaker,Processor Chip,Headphones,Chocolates
Other,38,Single,Low,Birthday,Romantic,5+ years,Cooking,Fashion Accessory,Liked it,Streaming Sub,Meal Kit Sub,Gym Membership,Subscription Service
Male,29,Dating,Very High,Anniversary,Practical,3-5 years,Sports,Personalized Gift,Disliked it,Smart Speaker,Processor Chip,Headphones,Subscription Service
Male,42,Engaged,Medium,Valentine's Day,Sentimental,6-12 months,Music,Subscription Service,Loved it,Gym Membership,Magazine Sub,Streaming Sub,Fashion Accessory
Other,58,Engaged,High,Valentine's Day,Surprise,<6 months,Music,Tech Gadget,Loved it,Gym Membership,Magazine Sub,Streaming Sub,Subscription Service
Other,37,Engaged,Low,Valentine's Day,Surprise,5+ years,Technology,Personalized Gift,Loved it,Smart Speaker,Processor Chip,Headphones,Subscription Service
Female,55,Engaged,Medium,Just Because,Practical,5+ years,Fashion,Tech Gadget,Loved it,Earrings,Necklace,Hat,Chocolates
Other,41,Dating,High,Birthday,Adventurous,6-12 months,Fashion,Tech Gadget,Disliked it,Earrings,Necklace,Hat,Subscription Service
Other,26,Married,Very High,Anniversary,Surprise,3-5 years,Art,Personalized Gift,Liked it,Necklace,Hat,Handbag,Subscription Service
Female,54,Married,Very High,Valentine's Day,Surprise,3-5 years,Fashion,Personalized Gift,Loved it,Earrings,Necklace,Hat,Personalized Gift
Male,21,Married,Low,Valentine's Day,Sentimental,<6 months,Music,Flowers,Loved it,Magazine Sub,Streaming Sub,Meal Kit Sub,Fashion Accessory
Other,56,Engaged,High,Valentine's Day,Surprise,3-5 years,Sports,Tech Gadget,Liked it,Processor Chip,Headphones,Phone Charger,Subscription Service
Female,27,Married,Very High,Birthday,Sentimental,1-3 years,Cooking,Subscription Service,Loved it,Meal Kit Sub,Gym Membership,Magazine Sub,Personalized Gift
Other,21,Married,High,Valentine's Day,Sentimental,3-5 years,Music,Personalized Gift,Liked it,Gym Membership,Magazine Sub,Streaming Sub,Subscription Service
Other,50,Single,Very High,Just Because,Romantic,5+ years,Cooking,Subscription Service,Disliked it,Gym Membership,Magazine Sub,Streaming Sub,Personalized Gift
Male,59,Single,High,Birthday,Sentimental,3-5 years,Cooking,Personalized Gift,Loved it,Streaming Sub,Meal Kit Sub,Gym Membership,Fashion Accessory
Other,38,Engaged,Medium,Just Because,Sentimental,5+ years,Music,Personalized Gift,Liked it,Gym Membership,Magazine Sub,Streaming Sub,Subscription Service
Female,42,Engaged,High,Anniversary,Surprise,5+ years,Art,Subscription Service,Disliked it,Handbag,Earrings,Necklace,Fashion Accessory
Other,53,Married,Low,Just Because,Sentimental,1-3 years,Technology,Chocolates,Loved it,Smart Speaker,Processor Chip,Headphones,Subscription Service
Female,20,Single,Very High,Just Because,Sentimental,6-12 months,Art,Tech Gadget,Liked it,Earrings,Necklace,Hat,Personalized Gift
Female,24,Dating,High,Anniversary,Practical,<6 months,Sports,Flowers,Disliked it,Phone Charger,Smart Speaker,Processor Chip,Chocolates
Other,27,Engaged,Medium,Birthday,Surprise,<6 months,Technology,Personalized Gift,Loved it,Smart Speaker,Processor Chip,Headphones,Subscription Service
Other,58,Married,Low,Valentine's Day,Sentimental,3-5 years,Sports,Flowers,Loved it,Phone Charger,Smart Speaker,Processor Chip,Subscription Service
Other,23,Engaged,Very High,Just Because,Sentimental,5+ years,Art,Tech Gadget,Liked it,Earrings,Necklace,Hat,Personalized Gift
Other,32,Engaged,Medium,Just Because,Sentimental,1-3 years,Sports,Chocolates,Loved it,Smart Speaker,Processor Chip,Headphones,Subscription Service
Other,58,Dating,Medium,Just Because,Adventurous,1-3 years,Art,Flowers,Loved it,Necklace,Hat,Handbag,Subscription Service
Female,31,Single,High,Anniversary,Sentimental,<6 months,Music,Subscription Service,Disliked it,Meal Kit Sub,Gym Membership,Magazine Sub,Fashion Accessory
Other,29,Dating,Low,Just Because,Practical,1-3 years,Art,Flowers,Liked it,Necklace,Hat,Handbag,Subscription Service
Female,39,Married,Very High,Just Because,Romantic,<6 months,Art,Tech Gadget,Loved it,Handbag,Earrings,Necklace,Personalized Gift
Female,46,Married,Low,Anniversary,Surprise,<6 months,Fashion,Flowers,Disliked it,Necklace,Hat,Handbag,Fashion Accessory
Male,48,Single,Very High,Anniversary,Romantic,6-12 months,Technology,Chocolates,Loved it,Processor Chip,Headphones,Phone Charger,Personalized Gift
Female,60,Single,Very High,Anniversary,Practical,1-3 years,Fashion,Flowers,Liked it,Hat,Handbag,Earrings,Personalized Gift
Female,56,Single,Low,Anniversary,Sentimental,1-3 years,Technology,Subscription Service,Liked it,Phone Charger,Smart Speaker,Processor Chip,Fashion Accessory
Female,41,Single,Medium,Valentine's Day,Practical,<6 months,Cooking,Chocolates,Liked it,Gym Membership,Magazine Sub,Streaming Sub,Chocolates
Male,56,Engaged,Very High,Valentine's Day,Romantic,1-3 years,Technology,Fashion Accessory,Liked it,Smart Speaker,Processor Chip,Headphones,Personalized Gift
Other,34,Engaged,High,Just Because,Romantic,6-12 months,Cooking,Tech Gadget,Loved it,Meal Kit Sub,Gym Membership,Magazine Sub,Subscription Service
Other,29,Dating,High,Just Because,Practical,6-12 months,Cooking,Flowers,Disliked it,Meal Kit Sub,Gym Membership,Magazine Sub,Subscription Service
Other,35,Dating,Very High,Valentine's Day,Practical,6-12 months,Technology,Tech Gadget,Disliked it,Phone Charger,Smart Speaker,Processor Chip,Personalized Gift
Female,54,Married,Very High,Valentine's Day,Surprise,3-5 years,Fashion,Personalized Gift,Loved it,Earrings,Necklace,Hat,Subscription Service
Other,49,Dating,High,Anniversary,Surprise,6-12 months,Fashion,Tech Gadget,Loved it,Handbag,Earrings,Necklace,Subscription Service
Other,24,Single,Low,Just Because,Adventurous,<6 months,Art,Personalized Gift,Loved it,Necklace,Hat,Handbag,Subscription Service
Male,32,Engaged,Low,Birthday,Romantic,3-5 years,Cooking,Flowers,Loved it,Magazine Sub,Streaming Sub,Meal Kit Sub,Tech Gadget
Other,29,Engaged,Low,Birthday,Adventurous,3-5 years,Cooking,Tech Gadget,Loved it,Gym Membership,Magazine Sub,Streaming Sub,Subscription Service
Male,46,Married,Very High,Just Because,Sentimental,5+ years,Fashion,Subscription Service,Loved it,Earrings,Necklace,Hat,Personalized Gift
Other,56,Married,Low,Birthday,Sentimental,6-12 months,Technology,Tech Gadget,Disliked it,Smart Speaker,Processor Chip,Headphones,Subscription Service
Other,30,Married,Low,Just Because,Surprise,5+ years,Cooking,Subscription Service,Disliked it,Streaming Sub,Meal Kit Sub,Gym Membership,Chocolates
Male,56,Married,High,Anniversary,Sentimental,1-3 years,Art,Flowers,Loved it,Necklace,Hat,Handbag,Fashion Accessory
Other,38,Engaged,Low,Just Because,Surprise,5+ years,Technology,Tech Gadget,Liked it,Processor Chip,Headphones,Phone Charger,Subscription Service
Male,32,Single,High,Valentine's Day,Romantic,1-3 years,Cooking,Personalized Gift,Liked it,Meal Kit Sub,Gym Membership,Magazine Sub,Flowers
Male,49,Dating,Medium,Valentine's Day,Adventurous,6-12 months,Music,Fashion Accessory,Liked it,Magazine Sub,Streaming Sub,Meal Kit Sub,Personalized Gift
Male,32,Single,High,Valentine's Day,Romantic,1-3 years,Cooking,Personalized Gift,Liked it,Meal Kit Sub,Gym Membership,Magazine Sub,Flowers
Male,45,Dating,Very High,Birthday,Adventurous,1-3 years,Music,Chocolates,Liked it,Streaming Sub,Meal Kit Sub,Gym Membership,Personalized Gift
Male,42,Engaged,Medium,Birthday,Romantic,<6 months,Sports,Fashion Accessory,Loved it,Headphones,Phone Charger,Smart Speaker,Flowers
Female,26,Engaged,High,Just Because,Adventurous,1-3 years,Technology,Tech Gadget,Disliked it,Smart Speaker,Processor Chip,Headphones,Fashion Accessory
Female,58,Engaged,Very High,Anniversary,Adventurous,3-5 years,Technology,Subscription Service,Loved it,Phone Charger,Smart Speaker,Processor Chip,Personalized Gift
Other,48,Single,Low,Just Because,Romantic,5+ years,Music,Personalized Gift,Loved it,Magazine Sub,Streaming Sub,Meal Kit Sub,Subscription Service
Female,35,Married,Medium,Anniversary,Romantic,6-12 months,Fashion,Chocolates,Loved it,Handbag,Earrings,Necklace,Flowers
Male,30,Single,High,Valentine's Day,Surprise,5+ years,Technology,Subscription Service,Loved it,Smart Speaker,Processor Chip,Headphones,Tech Gadget
Other,41,Married,High,Birthday,Romantic,5+ years,Cooking,Subscription Service,Loved it,Meal Kit Sub,Gym Membership,Magazine Sub,Chocolates
Other,33,Engaged,Very High,Anniversary,Adventurous,<6 months,Fashion,Flowers,Disliked it,Handbag,Earrings,Necklace,Personalized Gift
Male,47,Single,Very High,Anniversary,Surprise,6-12 months,Cooking,Personalized Gift,Liked it,Streaming Sub,Meal Kit Sub,Gym Membership,Subscription Service
Female,29,Dating,Medium,Birthday,Sentimental,6-12 months,Sports,Flowers,Loved it,Phone Charger,Smart Speaker,Processor Chip,Fashion Accessory
Male,51,Dating,Very High,Valentine's Day,Romantic,5+ years,Sports,Chocolates,Loved it,Processor Chip,Headphones,Phone Charger,Personalized Gift
Female,22,Single,Medium,Anniversary,Practical,3-5 years,Music,Fashion Accessory,Disliked it,Meal Kit Sub,Gym Membership,Magazine Sub,Chocolates
Female,38,Dating,High,Birthday,Adventurous,3-5 years,Cooking,Chocolates,Disliked it,Magazine Sub,Streaming Sub,Meal Kit Sub,Fashion Accessory
Male,49,Dating,Low,Birthday,Sentimental,1-3 years,Technology,Chocolates,Loved it,Phone Charger,Smart Speaker,Processor Chip,Tech Gadget
Female,30,Engaged,High,Anniversary,Romantic,6-12 months,Music,Tech Gadget,Liked it,Meal Kit Sub,Gym Membership,Magazine Sub,Flowers
Male,53,Engaged,Very High,Birthday,Romantic,6-12 months,Art,Personalized Gift,Loved it,Hat,Handbag,Earrings,Personalized Gift
Other,35,Dating,Medium,Birthday,Practical,6-12 months,Fashion,Personalized Gift,Loved it,Handbag,Earrings,Necklace,Subscription Service
Other,48,Engaged,Very High,Just Because,Romantic,5+ years,Art,Personalized Gift,Disliked it,Hat,Handbag,Earrings,Subscription Service
Female,22,Engaged,Low,Just Because,Adventurous,3-5 years,Art,Personalized Gift,Liked it,Necklace,Hat,Handbag,Fashion Accessory
Male,27,Single,Low,Anniversary,Adventurous,<6 months,Music,Tech Gadget,Loved it,Gym Membership,Magazine Sub,Streaming Sub,Fashion Accessory
Male,39,Single,High,Valentine's Day,Practical,3-5 years,Technology,Flowers,Loved it,Processor Chip,Headphones,Phone Charger,Tech Gadget
Female,54,Dating,Medium,Birthday,Adventurous,5+ years,Technology,Fashion Accessory,Loved it,Processor Chip,Headphones,Phone Charger,Personalized Gift
Female,38,Married,Medium,Just Because,Adventurous,5+ years,Sports,Personalized Gift,Disliked it,Smart Speaker,Processor Chip,Headphones,Fashion Accessory
Male,26,Married,High,Just Because,Romantic,6-12 months,Art,Fashion Accessory,Disliked it,Earrings,Necklace,Hat,Flowers
Female,41,Single,Low,Anniversary,Romantic,1-3 years,Cooking,Flowers,Loved it,Streaming Sub,Meal Kit Sub,Gym Membership,Tech Gadget
Other,27,Single,High,Birthday,Sentimental,6-12 months,Art,Chocolates,Loved it,Earrings,Necklace,Hat,Subscription Service
Other,30,Married,Low,Just Because,Romantic,3-5 years,Art,Fashion Accessory,Disliked it,Earrings,Necklace,Hat,Subscription Service
Female,60,Dating,Very High,Birthday,Romantic,5+ years,Fashion,Chocolates,Loved it,Hat,Handbag,Earrings,Personalized Gift
Other,48,Engaged,Low,Anniversary,Sentimental,5+ years,Art,Flowers,Loved it,Hat,Handbag,Earrings,Subscription Service
Female,52,Single,High,Birthday,Sentimental,1-3 years,Fashion,Flowers,Loved it,Necklace,Hat,Handbag,Fashion Accessory
Male,25,Married,High,Birthday,Sentimental,6-12 months,Fashion,Tech Gadget,Liked it,Hat,Handbag,Earrings,Fashion Accessory
Female,32,Dating,High,Anniversary,Romantic,3-5 years,Sports,Personalized Gift,Liked it,Phone Charger,Smart Speaker,Processor Chip,Flowers
Male,60,Engaged,Very High,Valentine's Day,Practical,<6 months,Sports,Subscription Service,Liked it,Processor Chip,Headphones,Phone Charger,Personalized Gift
Male,51,Married,Medium,Birthday,Practical,6-12 months,Fashion,Fashion Accessory,Liked it,Earrings,Necklace,Hat,Chocolates
Male,37,Single,Very High,Anniversary,Romantic,<6 months,Sports,Personalized Gift,Liked it,Headphones,Phone Charger,Smart Speaker,Subscription Service
Female,26,Dating,Very High,Valentine's Day,Surprise,3-5 years,Sports,Flowers,Loved it,Processor Chip,Headphones,Phone Charger,Personalized Gift
Other,48,Dating,Medium,Valentine's Day,Adventurous,5+ years,Art,Fashion Accessory,Loved it,Handbag,Earrings,Necklace,Subscription Service
Other,31,Married,Medium,Valentine's Day,Adventurous,1-3 years,Sports,Personalized Gift,Liked it,Phone Charger,Smart Speaker,Processor Chip,Subscription Service
Other,23,Engaged,Very High,Just Because,Sentimental,5+ years,Art,Tech Gadget,Liked it,Earrings,Necklace,Hat,Personalized Gift
